标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
"['浑南新市府 电梯洋房 三室两卫 楼下国际软件园"">浑南新市府 电梯洋房 三室两卫 楼下国际软件园']",['浑南'],藏珑白塔湾里,3室1厅1厨2卫,135.23㎡,南 北,简装,暂无数据,高楼层 (共6层),149.5万,11056元/平方,2016年建,https://sy.lianjia.com/ershoufang/102106547417.html
"['万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二"">万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二']",['浑南'],万科惠斯勒小镇,4室2厅1厨3卫,170.95㎡,南,精装,,低楼层 (共4层),136万,7956元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106538793.html
"['恒大名都一期 精装三室 带大平台使用空间大 着急出售"">恒大名都一期 精装三室 带大平台使用空间大 着急出售']",['苏家屯'],恒大名都一期,3室1厅1厨1卫,116.16㎡,东南 北,精装,有,低楼层 (共32层),65.5万,5639元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106547391.html
"['毛坯房，中间楼层，采光好，南北通透，视野好，看河景"">毛坯房，中间楼层，采光好，南北通透，视野好，看河景']",['沈北新区'],碧桂园太阳城,3室2厅1厨2卫,148.82㎡,东南 北,毛坯,有,高楼层 (共32层),80万,5376元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106556393.html
"['此房满五年 交通便利 配套齐全 产权清晰 封闭园区"">此房满五年 交通便利 配套齐全 产权清晰 封闭园区']",['皇姑'],中远颐和丽园,3室2厅1厨2卫,109.48㎡,南 西,简装,有,低楼层 (共21层),106万,9683元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106546737.html
"['华润大开 前边是洋房 方林精装 全新未住 业主外地发展"">华润大开 前边是洋房 方林精装 全新未住 业主外地发展']",['于洪'],华润橡树湾二期,4室1厅1厨2卫,129.99㎡,南 北,精装,有,高楼层 (共31层),139.9万,10763元/平方,2013年建,https://sy.lianjia.com/ershoufang/102106556184.html
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
"['浑南新市府 电梯洋房 三室两卫 楼下国际软件园"">浑南新市府 电梯洋房 三室两卫 楼下国际软件园']",['浑南'],藏珑白塔湾里,3室1厅1厨2卫,135.23㎡,南 北,简装,暂无数据,高楼层 (共6层),149.5万,11056元/平方,2016年建,https://sy.lianjia.com/ershoufang/102106547417.html
"['万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二"">万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二']",['浑南'],万科惠斯勒小镇,4室2厅1厨3卫,170.95㎡,南,精装,,低楼层 (共4层),136万,7956元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106538793.html
"['恒大名都一期 精装三室 带大平台使用空间大 着急出售"">恒大名都一期 精装三室 带大平台使用空间大 着急出售']",['苏家屯'],恒大名都一期,3室1厅1厨1卫,116.16㎡,东南 北,精装,有,低楼层 (共32层),65.5万,5639元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106547391.html
"['此房满五年 交通便利 配套齐全 产权清晰 封闭园区"">此房满五年 交通便利 配套齐全 产权清晰 封闭园区']",['皇姑'],中远颐和丽园,3室2厅1厨2卫,109.48㎡,南 西,简装,有,低楼层 (共21层),106万,9683元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106546737.html
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
"['浑南新市府 电梯洋房 三室两卫 楼下国际软件园"">浑南新市府 电梯洋房 三室两卫 楼下国际软件园']",['浑南'],藏珑白塔湾里,3室1厅1厨2卫,135.23㎡,南 北,简装,暂无数据,高楼层 (共6层),149.5万,11056元/平方,2016年建,https://sy.lianjia.com/ershoufang/102106547417.html
"['万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二"">万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二']",['浑南'],万科惠斯勒小镇,4室2厅1厨3卫,170.95㎡,南,精装,,低楼层 (共4层),136万,7956元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106538793.html
"['恒大名都一期 精装三室 带大平台使用空间大 着急出售"">恒大名都一期 精装三室 带大平台使用空间大 着急出售']",['苏家屯'],恒大名都一期,3室1厅1厨1卫,116.16㎡,东南 北,精装,有,低楼层 (共32层),65.5万,5639元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106547391.html
"['此房满五年 交通便利 配套齐全 产权清晰 封闭园区"">此房满五年 交通便利 配套齐全 产权清晰 封闭园区']",['皇姑'],中远颐和丽园,3室2厅1厨2卫,109.48㎡,南 西,简装,有,低楼层 (共21层),106万,9683元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106546737.html
"['毛坯房，中间楼层，采光好，南北通透，视野好，看河景"">毛坯房，中间楼层，采光好，南北通透，视野好，看河景']",['沈北新区'],碧桂园太阳城,3室2厅1厨2卫,148.82㎡,东南 北,毛坯,有,高楼层 (共32层),80万,5376元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106556393.html
"['华润大开 前边是洋房 方林精装 全新未住 业主外地发展"">华润大开 前边是洋房 方林精装 全新未住 业主外地发展']",['于洪'],华润橡树湾二期,4室1厅1厨2卫,129.99㎡,南 北,精装,有,高楼层 (共31层),139.9万,10763元/平方,2013年建,https://sy.lianjia.com/ershoufang/102106556184.html
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
"['浑南新市府 电梯洋房 三室两卫 楼下国际软件园"">浑南新市府 电梯洋房 三室两卫 楼下国际软件园']",['浑南'],藏珑白塔湾里,3室1厅1厨2卫,135.23㎡,南 北,简装,暂无数据,高楼层 (共6层),149.5万,11056元/平方,2016年建,https://sy.lianjia.com/ershoufang/102106547417.html
"['万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二"">万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二']",['浑南'],万科惠斯勒小镇,4室2厅1厨3卫,170.95㎡,南,精装,,低楼层 (共4层),136万,7956元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106538793.html
"['恒大名都一期 精装三室 带大平台使用空间大 着急出售"">恒大名都一期 精装三室 带大平台使用空间大 着急出售']",['苏家屯'],恒大名都一期,3室1厅1厨1卫,116.16㎡,东南 北,精装,有,低楼层 (共32层),65.5万,5639元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106547391.html
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
"['浑南新市府 电梯洋房 三室两卫 楼下国际软件园"">浑南新市府 电梯洋房 三室两卫 楼下国际软件园']",['浑南'],藏珑白塔湾里,3室1厅1厨2卫,135.23㎡,南 北,简装,暂无数据,高楼层 (共6层),149.5万,11056元/平方,2016年建,https://sy.lianjia.com/ershoufang/102106547417.html
"['万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二"">万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二']",['浑南'],万科惠斯勒小镇,4室2厅1厨3卫,170.95㎡,南,精装,,低楼层 (共4层),136万,7956元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106538793.html
"['恒大名都一期 精装三室 带大平台使用空间大 着急出售"">恒大名都一期 精装三室 带大平台使用空间大 着急出售']",['苏家屯'],恒大名都一期,3室1厅1厨1卫,116.16㎡,东南 北,精装,有,低楼层 (共32层),65.5万,5639元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106547391.html
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
['浑南新市府 电梯洋房 三室两卫 楼下国际软件园'],浑南,藏珑白塔湾里,3室1厅1厨2卫,135.23㎡,南 北,简装,暂无数据,所在楼层高楼层 (共6层),149.5万,11056元/平方,2016年建,https://sy.lianjia.com/ershoufang/102106547417.html
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
['浑南新市府 电梯洋房 三室两卫 楼下国际软件园'],浑南,藏珑白塔湾里,3室1厅1厨2卫,135.23㎡,南 北,简装,暂无数据,高楼层 (共6层),149.5万,11056元/平方,2016年建,https://sy.lianjia.com/ershoufang/102106547417.html
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
['浑南新市府 电梯洋房 三室两卫 楼下国际软件园'],浑南,藏珑白塔湾里,3室1厅1厨2卫,135.23㎡,南 北,简装,暂无数据,高楼层 (共6层),149.5万,11056元/平方,2016年建,https://sy.lianjia.com/ershoufang/102106547417.html
['万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二'],浑南,万科惠斯勒小镇,4室2厅1厨3卫,170.95㎡,南,精装,,低楼层 (共4层),136万,7956元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106538793.html
['毛坯房，中间楼层，采光好，南北通透，视野好，看河景'],沈北新区,碧桂园太阳城,3室2厅1厨2卫,148.82㎡,东南 北,毛坯,有,高楼层 (共32层),80万,5376元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106556393.html
['恒大名都一期 精装三室 带大平台使用空间大 着急出售'],苏家屯,恒大名都一期,3室1厅1厨1卫,116.16㎡,东南 北,精装,有,低楼层 (共32层),65.5万,5639元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106547391.html
['此房满五年 交通便利 配套齐全 产权清晰 封闭园区'],皇姑,中远颐和丽园,3室2厅1厨2卫,109.48㎡,南 西,简装,有,低楼层 (共21层),106万,9683元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106546737.html
['华润大开 前边是洋房 方林精装 全新未住 业主外地发展'],于洪,华润橡树湾二期,4室1厅1厨2卫,129.99㎡,南 北,精装,有,高楼层 (共31层),139.9万,10763元/平方,2013年建,https://sy.lianjia.com/ershoufang/102106556184.html
['新南站，恒大名都，精装两室，采光视野好，可看水系。'],苏家屯,恒大名都一期,2室1厅1厨1卫,89.95㎡,西南,精装,有,高楼层 (共33层),64万,7116元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106559867.html
['长白 中海和平之门天际 3室南北通透 采光好 楼层好'],和平,中海和平之门天际,3室2厅1厨1卫,125.14㎡,南 北,精装,有,中楼层 (共33层),269万,21496元/平方,2022年建,https://sy.lianjia.com/ershoufang/102106511444.html
['珠五，43，不把不临，生活便利'],皇姑,辽大校部家属区,3室1厅1厨1卫,77.78㎡,南 北,其他,暂无数据,中楼层 (共6层),125万,16071元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106546610.html
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
['浑南新市府 电梯洋房 三室两卫 楼下国际软件园'],浑南,藏珑白塔湾里,3室1厅1厨2卫,135.23㎡,南 北,简装,暂无数据,高楼层 (共6层),149.5万,11056元/平方,2016年建,https://sy.lianjia.com/ershoufang/102106547417.html
['万科惠斯勒叠拼别墅 带南花园带车位 美式装修 一跃二'],浑南,万科惠斯勒小镇,4室2厅1厨3卫,170.95㎡,南,精装,,低楼层 (共4层),136万,7956元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106538793.html
['毛坯房，中间楼层，采光好，南北通透，视野好，看河景'],沈北新区,碧桂园太阳城,3室2厅1厨2卫,148.82㎡,东南 北,毛坯,有,高楼层 (共32层),80万,5376元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106556393.html
['恒大名都一期 精装三室 带大平台使用空间大 着急出售'],苏家屯,恒大名都一期,3室1厅1厨1卫,116.16㎡,东南 北,精装,有,低楼层 (共32层),65.5万,5639元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106547391.html
['此房满五年 交通便利 配套齐全 产权清晰 封闭园区'],皇姑,中远颐和丽园,3室2厅1厨2卫,109.48㎡,南 西,简装,有,低楼层 (共21层),106万,9683元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106546737.html
['华润大开 前边是洋房 方林精装 全新未住 业主外地发展'],于洪,华润橡树湾二期,4室1厅1厨2卫,129.99㎡,南 北,精装,有,高楼层 (共31层),139.9万,10763元/平方,2013年建,https://sy.lianjia.com/ershoufang/102106556184.html
['新南站，恒大名都，精装两室，采光视野好，可看水系。'],苏家屯,恒大名都一期,2室1厅1厨1卫,89.95㎡,西南,精装,有,高楼层 (共33层),64万,7116元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106559867.html
['长白 中海和平之门天际 3室南北通透 采光好 楼层好'],和平,中海和平之门天际,3室2厅1厨1卫,125.14㎡,南 北,精装,有,中楼层 (共33层),269万,21496元/平方,2022年建,https://sy.lianjia.com/ershoufang/102106511444.html
['珠五，43，不把不临，生活便利'],皇姑,辽大校部家属区,3室1厅1厨1卫,77.78㎡,南 北,其他,暂无数据,中楼层 (共6层),125万,16071元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106546610.html
['中海康城 三室两卫南北通透 精装修价格合适采光视野好'],浑南,中海康城橙郡,3室1厅1厨2卫,112.56㎡,南 北,其他,有,高楼层 (共27层),152万,13504元/平方,2015年建,https://sy.lianjia.com/ershoufang/102106543628.html
['龙湖云峰原著 3室2厅 南 北'],浑南,龙湖云峰原著,3室2厅1厨2卫,125.41㎡,南 北,其他,暂无数据,中楼层 (共26层),260万,20732元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106538786.html
['长白远洋天地 一天未住 精装 南宁 南京一校 全天采光'],和平,远洋天地,3室2厅1厨2卫,137.72㎡,南 北,精装,有,中楼层 (共32层),229万,16628元/平方,2008年建,https://sy.lianjia.com/ershoufang/102106553551.html
['中海四居 不临街 有钥匙随时看房 满五'],和平,中海国际社区一期,4室2厅1厨2卫,136.85㎡,南 北,其他,有,高楼层 (共33层),203万,14834元/平方,2009年建,https://sy.lianjia.com/ershoufang/102106500392.html
['南北标户  精装修 近地铁 交通便利 楼层好  拎包即住'],沈北新区,步阳江南甲第二期,2室2厅1厨1卫,93.89㎡,南 北,精装,有,中楼层 (共18层),76万,8095元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106520180.html
['浑南 奥体 名流印象四五期 精装两室 好楼层 看房随时'],浑南,名流印象四五期,2室1厅1厨1卫,85.12㎡,西南,精装,有,高楼层 (共33层),97万,11396元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106541826.html
['5.4米宽厅，满二无大税16楼。急售，密码钥匙随时看房'],浑南,龙湖云峰原著,4室2厅1厨2卫,146.06㎡,南 北,精装,暂无数据,中楼层 (共26层),285万,19513元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106502732.html
['梦想天城楼下地铁。大套内 诚心出售业主急售'],铁西,梦想天成,2室2厅1厨1卫,67.31㎡,南 北,精装,有,低楼层 (共18层),76万,11292元/平方,2014年建,https://sy.lianjia.com/ershoufang/102106510108.html
['首创光和城三室 包车位 采光好 满二 近龙湖天街地铁'],浑南,首创光和城,3室1厅1厨1卫,104.64㎡,南 北,毛坯,有,中楼层 (共34层),115万,10991元/平方,2020年建,https://sy.lianjia.com/ershoufang/102106507006.html
['中海园区中间 三室两卫 中高楼层 全天采光无遮挡满五'],浑南,中海康城橙郡,3室2厅1厨2卫,123.61㎡,南 北,毛坯,有,高楼层 (共18层),159万,12864元/平方,2015年建,https://sy.lianjia.com/ershoufang/102106515879.html
['全明户型  拎包即住  交通方便  配套成熟'],沈北新区,太湖国际花园,2室1厅1厨1卫,80.12㎡,南 北 东,简装,有,中楼层 (共17层),49万,6116元/平方,2008年建,https://sy.lianjia.com/ershoufang/102106530326.html
['中海寰宇 好楼层 不挡光 歧一.43'],皇姑,中海寰宇天下B区,3室2厅1厨2卫,128.06㎡,南 北,精装,有,高楼层 (共33层),200万,15618元/平方,2014年建,https://sy.lianjia.com/ershoufang/102106515424.html
['龙之梦滂江街地铁，双阳电梯房，急售！'],大东,善邻家园,2室1厅1厨1卫,59.27㎡,南,精装,有,中楼层 (共15层),37.5万,6327元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106537835.html
['九洲御府 标准南北 好位置 好户型'],和平,九洲御府,2室1厅1厨1卫,88.79㎡,南 北,精装,有,低楼层 (共31层),75万,8447元/平方,2015年建,https://sy.lianjia.com/ershoufang/102106548000.html
['满五年 位置好 采光好 南北通透 诚心出售'],浑南,金地滨河国际·左岸,3室2厅1厨2卫,117.69㎡,北 南,其他,有,中楼层 (共34层),138万,11726元/平方,2015年建,https://sy.lianjia.com/ershoufang/102106514915.html
['越秀星汇云锦三室两卫精装交付全新未住主景观'],沈河,越秀星汇云锦,3室1厅1厨2卫,168.37㎡,南 北,精装,有,中楼层 (共32层),323万,19184元/平方,2016年建,https://sy.lianjia.com/ershoufang/102106530862.html
['浑南 奥体 名流印象五期 园区中间位置 精装  采光好'],浑南,名流印象四五期,2室1厅1厨1卫,99.33㎡,南,精装,有,低楼层 (共33层),105万,10571元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106541280.html
['凤凰楼层 户型好 南北通透 看房方便'],于洪,碧桂园银亿大城印象锦园,2室1厅1厨1卫,85.37㎡,南 北,简装,有,高楼层 (共34层),75万,8786元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106557861.html
['楼层好总房款低 适合自住交通便利此房'],和平,滨河湾二期,2室2厅1厨1卫,80.6㎡,东 南 北,精装,有,中楼层 (共33层),77.9万,9666元/平方,2009年建,https://sy.lianjia.com/ershoufang/102106505629.html
['近地铁，低楼层多层太原街新上房源'],和平,太原小区,2室1厅1厨1卫,74.85㎡,南 北,简装,无,低楼层 (共6层),79万,10555元/平方,1997年建,https://sy.lianjia.com/ershoufang/102106515992.html
['精装修 物业好 视野开阔 采光充足 配套齐全 交通方便'],于洪,恒大绿洲（二期六期）,4室1厅1厨2卫,165.37㎡,东 南,精装,有,高楼层 (共18层),104万,6289元/平方,2010年建,https://sy.lianjia.com/ershoufang/102106533774.html
['不把山 不临街 一楼 采光好 手续清晰 诚意出售 随时看'],和平,福运小区,2室1厅1厨1卫,60.8㎡,东 西,精装,暂无数据,低楼层 (共7层),45万,7402元/平方,2000年建,https://sy.lianjia.com/ershoufang/102106549766.html
['和泰东方园  三室 园区中间采光好  看房方便诚心出售'],沈河,和泰东方园,3室2厅1厨2卫,158.72㎡,南 北,其他,有,低楼层 (共12层),110万,6931元/平方,2004年建,https://sy.lianjia.com/ershoufang/102106531200.html
['美的城 电梯房 三室好楼层 清水临西门'],于洪,美的城,3室1厅1厨2卫,120.4㎡,南 北,毛坯,有,低楼层 (共27层),98万,8140元/平方,2018年建,https://sy.lianjia.com/ershoufang/102106535013.html
['铁西云峰地铁口 方林基础装修 楼龄新 三室 全天采光'],铁西,晶座,3室1厅1厨1卫,102.68㎡,东南 北,精装,有,高楼层 (共32层),109万,10616元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106529656.html
['园区心，满二，为数不多高区好楼层，采光、视野特好'],浑南,万达·公园ONE,3室2厅1厨2卫,130.59㎡,南 北,毛坯,有,高楼层 (共32层),176万,13478元/平方,2020年建,https://sy.lianjia.com/ershoufang/102106521668.html
['吾悦华府 b4精装 有车位 近吾悦  出行方便'],沈北新区,吾悦华府,3室2厅1厨2卫,110㎡,南 北,精装,有,高楼层 (共33层),93万,8455元/平方,2021年建,https://sy.lianjia.com/ershoufang/102106532756.html
['格林玫瑰湾，143平清水房，阳台已封，有钥匙随时能看'],和平,格林玫瑰湾,3室2厅1厨2卫,143.5㎡,南 北 西,毛坯,有,中楼层 (共33层),339万,23624元/平方,2018年建,https://sy.lianjia.com/ershoufang/102106536483.html
['此房满五唯一 精装修看房随时 楼层好'],于洪,中海城蓝堡,2室1厅1厨1卫,75㎡,东北,精装,有,中楼层 (共33层),53万,7067元/平方,2012年建,https://sy.lianjia.com/ershoufang/102106543573.html
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
标题,房屋区域,房屋地址,房屋户型,房屋面积,房屋朝向,装修情况,有无电梯,房屋楼层,预计总价格,每平方价格,建成年份,房屋网址
['雅居乐花园 中间楼层 采光好 满五唯一 精装修 有钥匙'],沈北新区,雅居乐花园C地块,3室1厅1厨2卫,140.91㎡,南 北,精装,有,低楼层 (共32层),74万,5252元/平方,2014年建,https://sy.lianjia.com/ershoufang/102106913895.html
['浑南府城铭邸 好房急售 拎包即满五 看房方便 南北通透'],浑南,府城铭邸,3室1厅1厨1卫,114.28㎡,南 北,精装,有,高楼层 (共27层),85万,7438元/平方,2016年建,https://sy.lianjia.com/ershoufang/102106914087.html
['龙湖电梯洋房精装修，整个小区绿化40%.配地上停车位用'],沈北新区,龙湖香醍漫步,4室1厅1厨2卫,140.54㎡,南 北,精装,暂无数据,高楼层 (共8层),99.9万,7109元/平方,2013年建,https://sy.lianjia.com/ershoufang/102106906883.html
['长白岛金地名悦洋房 三居室三卫 方林精装修平顶带阁楼'],和平,金地名悦,3室2厅1厨3卫,124.07㎡,南 北,精装,有,高楼层 (共7层),350万,28210元/平方,未知年建,https://sy.lianjia.com/ershoufang/102106910292.html
['园区离高铁站近，四号线即将开通，位置好，大开发商'],浑南,华发全运首府（固伦府）,3室2厅1厨2卫,113㎡,南 北,毛坯,有,中楼层 (共30层),87万,7700元/平方,2020年建,https://sy.lianjia.com/ershoufang/102106903064.html
['南北标准三居室，位置好，楼层好，看房方便交通便利'],和平,保利茉莉公馆,3室2厅1厨2卫,121.56㎡,南 北,毛坯,有,低楼层 (共32层),125万,10283元/平方,2022年建,https://sy.lianjia.com/ershoufang/102106910868.html
